避難收容處所名稱,避難收容處所地址,經度,緯度,室內室外,可容納人數,最近測站ID,最近測站名稱,最近測站位置,周圍空氣污染指數,風險等級,最近測站距離(km),影響測站數量
臺南市永康區永康公園,興國街100號,120.2427,23.003,False,15500,臺南,臺南,(臺南市),68.97,high risk,2.82,35
臺南市中西區光賢里活動中心,和善街98巷7號,120.189831,23.003161,True,120,臺南,臺南,(臺南市),69.63,warning,3.4,33
臺南市北區裕民社區活動中心,臨安路二段93號,120.1973,23.0032,True,80,臺南,臺南,(臺南市),69.52,warning,2.75,33
金竹社區活動中心,吉民53號,120.5074,23.0033,True,120,美濃,美濃,(高雄市),69.83,warning,13.52,34
臺南市北區重興社區活動中心,東豐路451巷169號,120.2266,23.0036,True,74,臺南,臺南,(臺南市),68.77,warning,1.75,35
臺南市北區和順里活動中心,公園南路406號,120.2012,23.0037,True,300,臺南,臺南,(臺南市),69.1,warning,2.46,34
臺南市安平區海頭社區活動中心,古堡街90巷33號,120.160277,23.004411,True,99,臺南,臺南,(臺南市),70.37,warning,6.29,32
臺南市永康區崑山里活動中心,崑山街222巷11號,120.2602,23.0048,True,187,林森,林森,(臺南市),69.12,warning,4.46,35
臺南市永康區東灣里活動中心,民族路291號,120.2694,23.0051,True,142,林森,林森,(臺南市),69.19,warning,5.32,35
興龍社區活動中心,土龍74號,120.6482,23.0051,True,50,美濃,美濃,(高雄市),69.81,warning,18.1,33
臺南市北區民德國中,西門路三段223號,120.2052,23.0054,True,700,臺南,臺南,(臺南市),69.04,warning,2.31,34
臺南市北區文賢國中,文賢一路2號,120.1962,23.0057,True,3100,臺南,臺南,(臺南市),69.5,warning,3.0,33
臺南市永康區復國里活動中心,復國二路46號,120.2474,23.006,True,447,臺南,臺南,(臺南市),68.96,warning,3.41,35
關山鎮電光國民小學,中興93號,121.1737,23.0061,True,200,關山,關山,(臺東縣),61.1,warning,4.5,26
臺南市永康區中興里活動中心,中興街40號,120.2402,23.0063,True,96,臺南,臺南,(臺南市),68.88,warning,2.84,35
臺南市左鎮區岡林國小,31號,120.4153,23.0074,True,150,善化,善化,(臺南市),70.01,warning,16.86,34
臺南市北區賢北國小,大興街599號,120.1792,23.0076,True,1320,臺南,臺南,(臺南市),70.08,warning,4.6,32
臺南市北區國姓社區活動中心,公園路433巷15號1樓,120.209,23.0078,True,30,臺南,臺南,(臺南市),68.98,warning,2.32,34
臺南市北區賢北里活動中心,賢北街108號,120.1833,23.0086,True,60,臺南,臺南,(臺南市),70.01,warning,4.28,32
臺南市北區大仁社區活動中心,和緯路一段1號,120.2165,23.009,True,60,臺南,臺南,(臺南市),68.69,warning,2.21,35
臺南市新化區大坑里活動中心,大坑尾182號,120.3849,23.009,True,80,善化,善化,(臺南市),69.96,warning,14.66,34
臺南市永康區六合里活動中心,中華二路358巷43號,120.2303,23.0091,True,203,臺南,臺南,(臺南市),68.74,warning,2.47,35
高雄市內門區金竹國民小學,吉民28號,120.514514,23.009137,True,20,美濃,美濃,(高雄市),69.71,warning,14.06,34
電光活動中心,3鄰中興85號,121.1652,23.0093,True,50,關山,關山,(臺東縣),60.67,warning,3.99,26
臺南市北區延平國中,公園路750號,120.2107,23.0095,True,3376,臺南,臺南,(臺南市),68.95,warning,2.42,34
臺南市永康區體一運動公園,中正北路底豐化橋南端,120.2405,23.0095,False,21333,臺南,臺南,(臺南市),68.83,high risk,3.11,35
臺南市北區文元文成里聯合活動中心,和緯路三段370號,120.1942,23.0099,True,30,臺南,臺南,(臺南市),69.09,warning,3.46,34
臺南市永康區西灣里活動中心,永華街201巷12號,120.259,23.0102,True,134,臺南,臺南,(臺南市),68.99,warning,4.67,35
臺南市永康區北灣里活動中心,文賢街332號,120.2673,23.0119,True,51,林森,林森,(臺南市),69.02,warning,5.49,35
關山鎮月眉國民小學,盛豐路1號,121.1425,23.0126,True,40,關山,關山,(臺東縣),60.98,warning,4.12,27
臺南市北區實踐社區活動中心,大武街161號,120.2158,23.0134,True,35,臺南,臺南,(臺南市),68.65,warning,2.71,35
臺南市北區開元國小,開元路71巷32號,120.2219,23.0138,True,2851,臺南,臺南,(臺南市),68.65,warning,2.74,35
臺南市安南區海南里活動中心,府安路七段1巷2號,120.1822,23.0142,True,45,臺南,臺南,(臺南市),69.93,warning,4.72,32
臺南市北區昇平社區活動中心,長榮路五段452巷18號,120.2146,23.0142,True,68,臺南,臺南,(臺南市),68.89,warning,2.82,34
臺南市永康區安康里活動中心,中華西街122巷62號,120.2281,23.0151,True,52,臺南,臺南,(臺南市),68.65,warning,3.0,35
臺南市北區文元國小,海安路三段815號,120.2,23.0154,True,1852,臺南,臺南,(臺南市),68.96,warning,3.52,34
月眉活動中心,中和7之3號,121.1516,23.0159,True,50,關山,關山,(臺東縣),60.16,warning,3.41,27
臺南市永康區復華里活動中心,國華街110號,120.2452,23.0168,True,467,臺南,臺南,(臺南市),68.74,warning,4.04,35
臺南市安南區四草里活動中心,大眾路656號,120.128311,23.017087,True,197,安南,安南,(臺南市),70.42,warning,9.76,32
臺南市永康區社教中心,永大二路88號,120.26,23.0187,True,1500,臺南,臺南,(臺南市),68.81,warning,5.28,35
臺南市南化區東和里活動中心,東和19-1號,120.4741,23.0206,True,110,美濃,美濃,(高雄市),69.64,warning,16.29,34
臺南市永康區尚頂里活動中心,中華路920號,120.2233,23.0211,True,46,安南,安南,(臺南市),68.55,warning,3.07,35
臺南市永康區東橋里活動中心,東橋十街158號,120.2365,23.0212,True,278,安南,安南,(臺南市),68.6,warning,3.58,35
臺南市永康區大橋里活動中心,大橋三街230號,120.2296,23.0218,True,134,安南,安南,(臺南市),68.55,warning,3.19,35
集來社區活動中心,通仙巷221-1號,120.5615,23.0222,True,30,美濃,美濃,(高雄市),69.1,warning,15.74,35
高雄市杉林區集來國民小學,通仙巷333號,120.561499,23.022241,True,480,美濃,美濃,(高雄市),69.1,warning,15.74,35
臺南市永康區新樹里活動中心,富強路二段98號,120.2751,23.0229,True,133,安南,安南,(臺南市),68.82,warning,6.53,35
臺南市永康區甲頂里活動中心,中華路920-1號,120.2144,23.0237,True,46,安南,安南,(臺南市),68.76,warning,2.74,34
臺南市安南區安富里活動中心,郡安路5段164巷12弄1號,120.1966,23.02479,True,221,安南,安南,(臺南市),68.84,warning,3.37,34
臺南市永康區公所3樓禮堂,中山南路655號,120.257,23.0261,True,98,安南,安南,(臺南市),68.64,warning,4.73,35
臺南市左鎮區光榮國小澄山分校,77-3號,120.3855,23.0262,True,80,善化,善化,(臺南市),69.31,warning,13.24,35
臺南市南化區龍湖寺,東和95號,120.4969,23.0264,True,80,美濃,美濃,(高雄市),69.47,warning,16.25,34
臺南市永康區探索教育公園,永大三路30號,120.2579,23.0266,False,20000,安南,安南,(臺南市),68.63,high risk,4.78,35
"成功鎮信義國民小學 Xin-Yi Elementary School,Chenggon Township","都歷路58號No.58, Duli Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.330869,23.02686,True,100,關山,關山,(臺東縣),45.0,low risk,17.41,6
臺南市安南區海佃國民中學,安富街166號,120.197792,23.026965,True,367,安南,安南,(臺南市),68.79,warning,3.1,34
臺南市安南區溪北里活動中心,文安街66號,120.213,23.027,True,199,安南,安南,(臺南市),68.7,warning,2.4,34
臺南市安南區溪墘里活動中心,海佃路一段372巷50號,120.1922,23.0279,True,228,安南,安南,(臺南市),68.82,warning,3.43,34
臺南市永康區永康國民小學,中山南路637號,120.24811,23.027954,True,616,安南,安南,(臺南市),68.54,warning,3.86,35
都歷活動中心 Du-Li Community Center,"都歷路115號No.115, Duli Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.33089,23.028107,True,20,關山,關山,(臺東縣),44.99,low risk,17.39,6
臺南市新化區體育公園,公園路110號,120.3067,23.0295,False,1000,安南,安南,(臺南市),68.82,high risk,9.36,35
臺南市安南區安順國中-順中館,安和路三段227號,120.2126,23.0313,True,1900,安南,安南,(臺南市),68.62,warning,1.94,34
北源活動中心村辦公處,美蘭19鄰43-1號,121.286649,23.031352,True,100,關山,關山,(臺東縣),46.04,low risk,12.85,7
臺南市永康區龍潭里活動中心,龍國街400號,120.2667,23.0314,True,159,安南,安南,(臺南市),68.58,warning,5.37,35
高雄市六龜區新發國民小學,和平路130號,120.662467,23.031783,True,354,美濃,美濃,(高雄市),68.58,warning,21.31,35
新發社區活動中心,和平路115之1號,120.6633,23.032,True,100,美濃,美濃,(高雄市),68.57,warning,21.38,35
臺南市安南區安西里活動中心,安西路101號,120.208978,23.032486,True,310,安南,安南,(臺南市),68.61,warning,1.95,34
臺南市新化區保生大帝廟,洋子127號,120.2959,23.0334,False,150,安南,安南,(臺南市),68.48,high risk,8.19,36
臺南市安南區安東里活動中心,安和路一段478巷2弄120號,120.214219,23.033564,True,385,安南,安南,(臺南市),68.57,warning,1.66,34
慈霖園原木梓國小,茄苳巷160號,120.534542,23.033981,True,200,美濃,美濃,(高雄市),68.74,warning,16.73,36
臺南市安南區理想大安社區活動中心,大安街135號,120.1931,23.034,True,281,安南,安南,(臺南市),68.71,warning,2.95,34
關山鎮老人文康活動中心,忠孝路18巷2號1樓,121.1682,23.0352,True,100,關山,關山,(臺東縣),56.39,warning,1.27,24
臺南市安南區?田里活動中心,?安路28號,120.1411,23.0367,True,287,安南,安南,(臺南市),70.33,warning,7.92,31
臺南市新化區大新國小大禮堂,太平街176 號,120.2991,23.0379,True,150,善化,善化,(臺南市),68.37,warning,8.39,36
臺南市新化區新化國中大禮堂,中興路722號,120.3076,23.0379,True,500,善化,善化,(臺南市),68.41,warning,8.46,36
臺南市新化區新化果菜市場停車場,建國街40號,120.3093,23.038,False,150,善化,善化,(臺南市),68.41,high risk,8.47,36
臺南市安南區海西里活動中心,海環街186號,120.18432,23.038021,True,202,安南,安南,(臺南市),69.11,warning,3.58,33
臺南市新化區公所3樓展演廳,中山路130號,120.3108,23.0382,True,100,善化,善化,(臺南市),68.41,warning,8.47,36
臺南市新化區新化國小大禮堂,中山路173號,120.311,23.0383,True,200,善化,善化,(臺南市),68.41,warning,8.46,36
臺南大學附屬啟聰學校活動中心,信義路52號,120.3193,23.0386,True,100,善化,善化,(臺南市),68.43,warning,8.61,36
臺南市新化區新化高中新民館,忠孝路2號,120.3326,23.0391,True,1000,善化,善化,(臺南市),68.48,warning,9.01,36
里?活動中心,崁頂46之1號,121.161,23.0392,True,100,關山,關山,(臺東縣),55.72,warning,0.66,25
臺南市安南區安慶里活動中心,長溪路一段168巷133號,120.2101,23.0397,True,413,安南,安南,(臺南市),68.46,warning,1.21,34
北源國小,順那21號,121.292706,23.039731,True,111,關山,關山,(臺東縣),46.17,low risk,13.39,7
臺南市永康區埔園里活動中心,永大路三段618巷111號,120.252374,23.040107,True,147,安南,安南,(臺南市),68.15,warning,3.68,36
臺南市永康區鹽行文化會館,正南八街1號,120.2395,23.0402,True,167,安南,安南,(臺南市),68.09,warning,2.42,36
臺南市新化區唪口順天宮,唪口142號之26,120.2901,23.0407,False,200,安南,安南,(臺南市),68.27,high risk,7.48,36
臺南市安南區安慶國民小學,安中路一段703巷80號,120.192929,23.040741,True,1600,安南,安南,(臺南市),68.6,warning,2.65,34
臺南市安南區鹿耳門天后宮-公館,媽祖宮一街136號,120.10991,23.04156,True,500,安南,安南,(臺南市),70.49,warning,11.03,31
臺東縣池上鄉萬安國民小學振興分校,6鄰36號,121.1951,23.0426,True,100,關山,關山,(臺東縣),54.37,warning,3.4,18
臺南市南化區老人文康中心,南化172-1號,120.4776,23.0431,True,160,美濃,美濃,(高雄市),68.71,warning,18.55,36
靈隱寺備用,光華路1號,120.55,23.0446,True,200,美濃,美濃,(高雄市),68.52,warning,18.01,36
臺南市永康區鹽洲里活動中心,鹽行路100巷40弄16號,120.2338,23.0448,True,294,安南,安南,(臺南市),67.97,warning,1.71,36
臺南市永康區烏竹里活動中心,烏竹北街85號,120.2633,23.0449,True,109,安南,安南,(臺南市),68.09,warning,4.7,36
臺南市安南區媽祖宮社區活動中心,媽祖宮五街10號,120.127812,23.045997,True,393,安南,安南,(臺南市),70.29,warning,9.18,31
新福活動中心,溪埔34之1號,121.1722,23.0461,True,50,關山,關山,(臺東縣),52.49,warning,1.06,21
臺南市安南區公所,安中路二段308號,120.1848,23.0472,True,80,安南,安南,(臺南市),68.57,warning,3.35,34
中福活動中心,中華路68號2樓,121.1636,23.0491,True,100,關山,關山,(臺東縣),53.57,warning,0.48,22
臺南市安南區海東國民小學,安中路三段381號,120.174766,23.049279,True,1200,安南,安南,(臺南市),69.34,warning,4.37,32
高雄市甲仙區寶隆國民小學（備用）,光華路20號,120.555507,23.049345,True,150,美濃,美濃,(高雄市),68.42,warning,18.61,36
臺南市安南區安南國中-禮堂,安中路三段252號,120.1773,23.0496,True,1750,安南,安南,(臺南市),69.31,warning,4.12,32
豐田活動中心 Fong-Tian Community Center,"豐田路90號No.90, Fongtian Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.338751,23.050198,True,20,關山,關山,(臺東縣),45.04,low risk,18.1,6
臺南市安南區原佃里活動中心,本原街一段167巷36弄46號,120.1971,23.0505,True,284,安南,安南,(臺南市),68.23,warning,2.1,35
關山鎮關山國民小學,中華路101號,121.1634,23.0506,True,500,關山,關山,(臺東縣),53.88,warning,0.63,22
元宋太祖宮,嶺頂巷65號,120.5642,23.0507,True,50,美濃,美濃,(高雄市),68.38,warning,18.9,36
臺南市永康區王行里活動中心,王行路866巷29弄118號,120.2778,23.0511,True,104,安南,安南,(臺南市),67.98,warning,6.18,36
豐泉活動中心,忠孝路18巷2號2樓,121.1536,23.0533,True,50,關山,關山,(臺東縣),56.79,warning,1.25,26
關山鎮德高國民小學,7鄰永豐16號,121.1536,23.0533,True,200,關山,關山,(臺東縣),56.79,warning,1.25,26
臺南市安南區梅花里活動中心,安中路一段557巷25號,120.1699,23.05388,True,164,安南,安南,(臺南市),69.11,warning,4.91,33
臺南市南化區中坑里活動中心,中坑38-6號,120.4715,23.0539,True,80,善化,善化,(臺南市),68.51,warning,19.0,36
高雄市桃源區寶山國民小學,二集團98號,120.7221,23.0554,True,250,美濃,美濃,(高雄市),68.42,warning,27.38,34
高雄市桃源區寶山國民小學,寶山里98 號,120.72159,23.055409,True,150,美濃,美濃,(高雄市),68.43,warning,27.34,34
臺南市左鎮區左鎮國中,170號,120.4106,23.0562,True,230,善化,善化,(臺南市),68.45,warning,13.21,36
臺南市左鎮區公所,171-4號,120.4087,23.0565,True,40,善化,善化,(臺南市),68.44,warning,13.02,36
臺南市安南區城西里活動中心,城西街三段431號,120.0956,23.057,True,291,安南,安南,(臺南市),70.3,warning,12.51,31
臺南市左鎮區老人活動中心,15-4號,120.4061,23.0577,True,40,善化,善化,(臺南市),68.41,warning,12.73,36
臺南市安南區城南里活動中心,城西街一段61巷28弄98號,120.1272,23.0606,True,220,安南,安南,(臺南市),69.53,warning,9.34,32
臺南市安南區東和里活動中心,長和路一段805號,120.2287,23.062,True,73,安南,安南,(臺南市),67.96,warning,1.92,35
臺南市安南區布袋里活動中心,長和路四段231巷60弄41號,120.2071,23.0632,True,223,安南,安南,(臺南市),68.27,warning,1.98,34
臺南市安南區安佃國民小學,海佃路4段493號,120.173444,23.064001,True,150,安南,安南,(臺南市),68.93,warning,4.84,33
臺南市新化區接天寺,那拔林500號,120.3482,23.0646,True,400,善化,善化,(臺南市),67.88,warning,7.51,36
臺南市左鎮區榮和里活動中心,60-7號,120.3887,23.0646,True,30,善化,善化,(臺南市),68.2,warning,10.8,36
臺南市安南區長安國民小學,長溪路三段249號,120.197829,23.065467,True,1250,安南,安南,(臺南市),68.31,warning,2.78,34
臺南市安南區和順國民中學,安和路5段84巷66號,120.2208,23.06584,True,1179,安南,安南,(臺南市),67.92,warning,1.99,35
臺南市安南區佃東佃西社區活動中心,公學路四段325號,120.1743,23.0661,True,169,安南,安南,(臺南市),68.89,warning,4.85,33
臺南市安南區土城國民小學,城北路195號,120.131192,23.066375,True,1498,安南,安南,(臺南市),69.17,warning,9.06,33
臺南市安南區正統鹿耳門土城聖母廟,城安路160號,120.1273,23.0668,True,800,安南,安南,(臺南市),69.18,warning,9.46,33
臺南市安南區和順國民小學,安和路五段178巷5號,120.218204,23.066821,True,1180,安南,安南,(臺南市),68.18,warning,2.07,34
臺南市安南區城東里活動中心,城安路73號,120.127576,23.066898,True,285,安南,安南,(臺南市),69.18,warning,9.43,33
